cell_type,fold,train_global_pearson,train_global_spearman,train_global_r2_true,train_global_r2_from_pearson,train_global_rmse,train_allgenes_pearson_mean,train_allgenes_pearson_median,train_allgenes_spearman_mean,train_allgenes_r2_true_mean,train_allgenes_r2_from_pearson_mean,train_allgenes_rmse_mean,train_top20_pearson_mean,train_top20_pearson_median,train_top20_spearman_mean,train_top20_r2_true_mean,train_top20_r2_from_pearson_mean,train_top20_rmse_mean,train_top20_var_true_mean,train_top40_pearson_mean,train_top40_pearson_median,train_top40_spearman_mean,train_top40_r2_true_mean,train_top40_r2_from_pearson_mean,train_top40_rmse_mean,train_top40_var_true_mean,train_top80_pearson_mean,train_top80_pearson_median,train_top80_spearman_mean,train_top80_r2_true_mean,train_top80_r2_from_pearson_mean,train_top80_rmse_mean,train_top80_var_true_mean,train_prediction_bias,train_high_value_bias,train_low_value_bias,val_global_pearson,val_global_spearman,val_global_r2_true,val_global_r2_from_pearson,val_global_rmse,val_allgenes_pearson_mean,val_allgenes_pearson_median,val_allgenes_spearman_mean,val_allgenes_r2_true_mean,val_allgenes_r2_from_pearson_mean,val_allgenes_rmse_mean,val_top20_pearson_mean,val_top20_pearson_median,val_top20_spearman_mean,val_top20_r2_true_mean,val_top20_r2_from_pearson_mean,val_top20_rmse_mean,val_top20_var_true_mean,val_top40_pearson_mean,val_top40_pearson_median,val_top40_spearman_mean,val_top40_r2_true_mean,val_top40_r2_from_pearson_mean,val_top40_rmse_mean,val_top40_var_true_mean,val_top80_pearson_mean,val_top80_pearson_median,val_top80_spearman_mean,val_top80_r2_true_mean,val_top80_r2_from_pearson_mean,val_top80_rmse_mean,val_top80_var_true_mean,val_prediction_bias,val_high_value_bias,val_low_value_bias,test_global_pearson,test_global_spearman,test_global_r2_true,test_global_r2_from_pearson,test_global_rmse,test_allgenes_pearson_mean,test_allgenes_pearson_median,test_allgenes_spearman_mean,test_allgenes_r2_true_mean,test_allgenes_r2_from_pearson_mean,test_allgenes_rmse_mean,test_top20_pearson_mean,test_top20_pearson_median,test_top20_spearman_mean,test_top20_r2_true_mean,test_top20_r2_from_pearson_mean,test_top20_rmse_mean,test_top20_var_true_mean,test_top40_pearson_mean,test_top40_pearson_median,test_top40_spearman_mean,test_top40_r2_true_mean,test_top40_r2_from_pearson_mean,test_top40_rmse_mean,test_top40_var_true_mean,test_top80_pearson_mean,test_top80_pearson_median,test_top80_spearman_mean,test_top80_r2_true_mean,test_top80_r2_from_pearson_mean,test_top80_rmse_mean,test_top80_var_true_mean,test_prediction_bias,test_high_value_bias,test_low_value_bias
HT29,2,0.8927121,0.8903580435765288,0.7969332,0.7969349,0.05985158,0.8895281800359672,0.9090840220451355,0.8875585001559577,0.7905502711706648,0.7960582581960829,0.057774194,0.38523275081432823,0.40852460265159607,0.3509631240630769,-2992330.788650399,0.21123217943607778,0.06899438,0.00033303228,0.4429777932751808,0.4378560781478882,0.4340490221402864,-3977.1486694422333,0.22747189093504636,0.0675698,0.0005558919,0.48256990266719163,0.480034202337265,0.4813384002136651,-7.1948851133010905,0.2508003566334462,0.065641195,0.00078631873,-0.00016156225,-0.038358096,0.05564641,0.7793632,0.7822141424130875,0.6000512,0.60740703,0.08382248,0.8064694347513862,0.8442298471927643,0.8033894514595371,0.5982490159461986,0.6666594824964414,0.0795452,0.3284026042124754,0.35079894959926605,0.2873935325392193,-1189667.4461426153,0.16873030147902274,0.09849268,0.0003350706,0.36027408589082377,0.36432595551013947,0.3407065297090243,-45.822576450016314,0.16451418566608875,0.09583118,0.0005565575,0.39554863646012306,0.38822269439697266,0.3889184831319006,-14.373037017460728,0.1766938287753154,0.09236174,0.00078551436,-0.005592186,-0.06451636,0.09193271,0.7779619,0.781329184405557,0.598653,0.6052247,0.08435124,0.8063046438888724,0.8432567715644836,0.8033813817077329,0.5970499878213408,0.6651202596940206,0.08013779,0.31886669932673795,0.34927889704704285,0.2795898615146166,-3290874.9048871715,0.16326612232442492,0.09900714,0.0003332337,0.35467917502303703,0.35715457797050476,0.3345182438032194,-30.76155796432107,0.15978415431011528,0.09595758,0.00055561046,0.3955889928006784,0.3907890021800995,0.38879553382186743,-13.176101756169492,0.17546113712906358,0.09274114,0.0007874874,-0.005185339,-0.06481844,0.09500295
